premise_id,verdict,count,min_value,max_value,avg_value
P-A-01,refuted,29,-0.4305211798812837,0.17859980819290314,-0.05368729804817412
P-A-01,undetermined,12,0.18271820354118046,0.7408576093536288,0.5168996332662557
P-A-02,refuted,36,0.1686384668745188,0.4349858467291661,0.3020280212815712
P-A-03,refuted,41,-0.7490398606539624,-0.25436718023861904,-0.4455303265667239
