timestamp,premise_id,verdict,indicator_value,dwell_periods,threshold,buffer,effective_threshold
2026-08-30 12:35:18,P-A-02,refuted,0.19892732706085003,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.1686384668745188,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.3037520698207481,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.32163900475454305,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.32231260079938295,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.23338361789064607,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.2307532744621585,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.2497704460430145,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.277377986185266,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.27314126158141894,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.26786601100345686,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.3013144202858864,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.30297039517159347,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.3243482301306059,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.35863487730785704,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.3583783058346991,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.2697139984028866,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:18,P-A-02,refuted,0.2613766319379756,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.20400836165850744,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.35231465240900456,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.36105348498938883,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.3936338952066027,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.278829367429032,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.28278640889543216,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.3354835598104585,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.33732246908158386,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.30497845807831014,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.31444753205207426,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.3471808006736606,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.3311259509343883,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.38628209891261556,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.32592749361707873,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:19,P-A-02,refuted,0.31031223036188604,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:20,P-A-02,refuted,0.30129237061920444,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:20,P-A-02,refuted,0.2467448591306611,0,0.8,0.15,0.9500000000000001
2026-08-30 12:35:20,P-A-02,refuted,0.4349858467291661,0,0.8,0.15,0.9500000000000001
