timestamp,premise_id,verdict,indicator_value,dwell_periods,threshold,buffer,effective_threshold
2026-08-30 12:35:18,P-A-01,refuted,0.0,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,-0.2743866439254789,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,-0.32530065920269036,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,-0.33749038700814277,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.04996667301466387,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.09419634355360884,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.07982223303708122,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.0648375535493302,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.018856213347031376,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.150849706776251,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.1515346089636574,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.17753948889174265,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.09549226669316652,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.08343559551482484,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,refuted,0.05309268044422633,0,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,undetermined,0.6286965846920043,1,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,undetermined,0.6017231037679263,1,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,undetermined,0.7408576093536288,1,0.1,0.08,0.18
2026-08-30 12:35:18,P-A-01,undetermined,0.7285878775449132,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,-0.03066781087046091,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,-0.36394997068535895,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,-0.4234853762749423,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,-0.4305211798812837,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.03974180700760502,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.24228053800725147,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.20790638475471918,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.18271820354118046,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.14360871352240032,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.17859980819290314,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.16669406768050418,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.1937652338814133,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.11759692386077583,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,refuted,0.0920958919873523,0,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.5644826230980855,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.6983105471399673,1,0.1,0.08,0.18
2026-08-30 12:35:19,P-A-01,undetermined,0.7204429372359754,1,0.1,0.08,0.18
2026-08-30 12:35:20,P-A-01,undetermined,0.6930239561780027,1,0.1,0.08,0.18
2026-08-30 12:35:20,P-A-01,refuted,-0.02108132279977002,0,0.1,0.08,0.18
2026-08-30 12:35:20,P-A-01,refuted,-0.3232900965589108,0,0.1,0.08,0.18
2026-08-30 12:35:20,P-A-01,refuted,-0.37680818405228306,0,0.1,0.08,0.18
2026-08-30 12:35:20,P-A-01,refuted,-0.4079105881748528,0,0.1,0.08,0.18
